image,kontext_images,prompt
viz_samples/2448746_4305783_过道_with_furn.png,viz_samples/2448746_4305783_过道_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: corridor."
viz_samples/2448855_333592_主卫_with_furn.png,viz_samples/2448855_333592_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Public bathroom and independent hand-washing area"
viz_samples/2448855_611492_干区_with_furn.png,viz_samples/2448855_611492_干区_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Public bathroom and independent hand-washing area"
viz_samples/2448855_611398_儿童房_with_furn.png,viz_samples/2448855_611398_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There is a sub-brow with a window, a public bathroom and an area with an independent hand-washing counter."
viz_samples/2448855_617180_卫生间_with_furn.png,viz_samples/2448855_617180_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasizes functionality and hygiene, focuses on the design of dry-wet separations and ensures space cleanness."
viz_samples/2448855_878655_主卧_with_furn.png,viz_samples/2448855_878655_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: A description of the needs associated with the master bedroom: ""I want the master bedroom to maintain the suite design to ensure privacy."""
viz_samples/2448855_885094_客餐厅_with_furn.png,viz_samples/2448855_885094_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The central area is an open guest restaurant; emphasis is placed on optimizing the movement of the guest restaurant."
viz_samples/2448855_885182_玄关_with_furn.png,viz_samples/2448855_885182_玄关_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: entrance. feature: And to ensure that there is a separate functional partition of the home area"
viz_samples/2448855_894500_厨房_with_furn.png,viz_samples/2448855_894500_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: Semi-open or increased interaction with the dining room in the kitchen"
viz_samples/2449937_4597_衣帽间_with_furn.png,viz_samples/2449937_4597_衣帽间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: storage_room. feature: The requirement associated with ""hatting"" is described as an empty string (as the contents of the coatroom are not explicitly mentioned in the global description)."
viz_samples/2449937_7291_次卧_with_furn.png,viz_samples/2449937_7291_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: - The sub-crown at the upper right corner is also required as an elder house and requires separate baths."
viz_samples/2449937_14090_其他_with_furn.png,viz_samples/2449937_14090_其他_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The dining room should be sufficiently open to accommodate eight-person large dining tables and large couches to accommodate family dinners and guests."
viz_samples/2449937_54156_卫生间_with_furn.png,viz_samples/2449937_54156_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasizes functionality and hygiene and focuses on the design of dry-wet separation."
viz_samples/2449937_75912_厨房_with_furn.png,viz_samples/2449937_75912_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: Kitchen space requires sufficient floors."
viz_samples/2449937_156056_主卫_with_furn.png,viz_samples/2449937_156056_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The requirements associated with the main guard are described as follows: ""The main bedroom needs to be spacious, equipped with an independent main guard with a bathtub and two basins, and connected directly to the external balcony."""
viz_samples/2449937_161250_主卧_with_furn.png,viz_samples/2449937_161250_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The main bedroom needs to be spacious, equipped with an independent main guard with a bathtub and two basins, and connected directly to the external large balcony."""
viz_samples/2449937_161357_阳台_with_furn.png,viz_samples/2449937_161357_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: And direct access to the outer large balcony; the cloakroom and the connected viewing balcony."
viz_samples/2449937_189916_客卫_with_furn.png,viz_samples/2449937_189916_客卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The needs associated with the ""visit"" are described as: - The guard needs to meet basic health and functional needs; - emphasis on dry and wet separation and maintenance of cleanness."
viz_samples/2449937_212998_阳台_with_furn.png,viz_samples/2449937_212998_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: And direct access to the outer large balcony; the cloakroom and the connected viewing balcony."
viz_samples/2449937_229717_书房_with_furn.png,viz_samples/2449937_229717_书房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: ""Independent study at the bottom left"""
viz_samples/2449937_256129_储物间_with_furn.png,viz_samples/2449937_256129_储物间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: storage_room. feature: The requirement associated with ""storage"" is described as an empty string (because there is no explicit reference in the global description to the specific needs of the storage/clothing room)."
viz_samples/2449937_273254_入户_with_furn.png,viz_samples/2449937_273254_入户_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: entrance. feature: The location of the gates requires the addition of whole-wall shoe cabinets and collection cabinets."
viz_samples/2449937_273307_客餐厅_with_furn.png,viz_samples/2449937_273307_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The dining room should be sufficiently open to accommodate eight-person large dining tables and large couches to accommodate family dinners and guests."
viz_samples/2449937_273522_过道_with_furn.png,viz_samples/2449937_273522_过道_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: corridor."
viz_samples/2449937_274998_次卧_with_furn.png,viz_samples/2449937_274998_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: - The sub-crown at the upper right corner is also required as an elder house and requires separate baths."
viz_samples/2449937_285006_次卧_with_furn.png,viz_samples/2449937_285006_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: - The sub-crown at the upper right corner is also required as an elder house and requires separate baths."
viz_samples/2453797_3248_厨房_with_furn.png,viz_samples/2453797_3248_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: Kitchens are centralized on the right; kitchens maintain open or semi-open layouts"
viz_samples/2453797_8093_阳台_with_furn.png,viz_samples/2453797_8093_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area needs to create an indoor greening area."
viz_samples/2453797_48190_卫生间_with_furn.png,viz_samples/2453797_48190_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Wet-separated bathing system and home washing room"
viz_samples/2453797_361872_阳台_with_furn.png,viz_samples/2453797_361872_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area needs to create an indoor greening area."
viz_samples/2453797_387230_主卧_with_furn.png,viz_samples/2453797_387230_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The requirements for the main bedroom are described as follows: - Adequate storage space is required; - A recreational reading corner is configured."
viz_samples/2453797_258699_储物间_with_furn.png,viz_samples/2453797_258699_储物间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: storage_room. feature: Master's bedroom needs sufficient storage space and recreational reading angles."
viz_samples/2453797_364325_次卧_with_furn.png,viz_samples/2453797_364325_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: I'd like to be able to work out the bedroom and the library."
viz_samples/2453797_445559_客餐厅_with_furn.png,viz_samples/2453797_445559_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The lower part is an integrated area for the open dining room; the dining room is designed to enhance the sense of space"
viz_samples/2453797_445629_干区_with_furn.png,viz_samples/2453797_445629_干区_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A dry-wet separated bath system"
viz_samples/2454993_25928_主卧_with_furn.png,viz_samples/2454993_25928_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The house contains three bedrooms; each bedroom is equipped with beds and desks/workstations"
viz_samples/2454993_52177_厨房_with_furn.png,viz_samples/2454993_52177_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen."
viz_samples/2454993_100189_儿童房_with_furn.png,viz_samples/2454993_100189_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Each bedroom is equipped with beds and desks/workstations."
viz_samples/2454993_118408_卫生间_with_furn.png,viz_samples/2454993_118408_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A dry-wet-separated public health room is available in the central region; the third room first guard needs to optimize the bathing line"
viz_samples/2454993_125348_次卧_with_furn.png,viz_samples/2454993_125348_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Each bedroom is equipped with beds and desks/workstations."
viz_samples/2454993_3758116_客餐厅_with_furn.png,viz_samples/2454993_3758116_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: One dining room, hoping to keep the open feeling while adding a hidden collection."
viz_samples/2456242_5741_厨房_with_furn.png,viz_samples/2456242_5741_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: Keep a closed design in the kitchen to cut off the oil smoke."
viz_samples/2456242_12679_儿童房_with_furn.png,viz_samples/2456242_12679_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom."
viz_samples/2456242_13448_客餐厅_with_furn.png,viz_samples/2456242_13448_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The open and integrated layout of the guest dining room makes the area of public activity seem to be open."
viz_samples/2456242_14662_卫生间_with_furn.png,viz_samples/2456242_14662_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasises functional, hygienic, dry and wet separation."
viz_samples/2456242_350558_卫生间_with_furn.png,viz_samples/2456242_350558_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasises functional, hygienic, dry and wet separation."
viz_samples/2456242_350628_衣帽间_with_furn.png,viz_samples/2456242_350628_衣帽间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: storage_room. feature: It is hoped that the existing structure will be maintained and that one of the sub-beds will be planned as a separate step-by-step closet to meet the demand for large quantities of clothing."
viz_samples/2456242_350722_主卧_with_furn.png,viz_samples/2456242_350722_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: - The interior contains a sleeping area, an independent main guard, and a large walk-in closet. - There is a need to ensure privacy with an independent bathroom."
viz_samples/2460580_8167_儿童房_with_furn.png,viz_samples/2460580_8167_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The learning function of the children ' s room is clearly required and tends to be a bright, permeable and easy-to-understand living environment."
viz_samples/2460580_10251_厨房_with_furn.png,viz_samples/2460580_10251_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen."
viz_samples/2460580_7864_卫生间_with_furn.png,viz_samples/2460580_7864_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasizes functionality and hygiene, with emphasis on dry and wet separation in order to keep space clean."
viz_samples/2460580_83517_客厅_with_furn.png,viz_samples/2460580_83517_客厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_room."
viz_samples/2460580_83755_儿童房_with_furn.png,viz_samples/2460580_83755_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The learning function of the children ' s room is clearly required and tends to be a bright, permeable and easy-to-understand living environment."
viz_samples/2460580_9224441_卫生间_with_furn.png,viz_samples/2460580_9224441_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasizes functionality and hygiene, with emphasis on dry and wet separation in order to keep space clean."
viz_samples/2460580_9224535_卧室_with_furn.png,viz_samples/2460580_9224535_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main resident population is expected to be a three-person or three-generational family, with clear requirements for the taking-up space, the privacy of the main bedroom and the learning function of the children ' s room, which tends to be a bright, ubiquitous and easy-to-understand living environment."
viz_samples/2462429_4329507_卫生间_with_furn.png,viz_samples/2462429_4329507_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The restrooms are located in the central corridor area and are easily accessible to the rooms."
viz_samples/2462429_4329779_次卧_with_furn.png,viz_samples/2462429_4329779_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three bedrooms need to be kept, the main bedroom needs to be equipped with an independent bathroom with a bathtub, and one of the next bedrooms can be used as a children's room."
viz_samples/2462429_5569782_阳台_with_furn.png,viz_samples/2462429_5569782_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: Open living/view balcony outside the living room; wide recreational balcony outside the living room"
viz_samples/2462429_7474245_主卫_with_furn.png,viz_samples/2462429_7474245_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main guard needs a separate bathroom with a bathtub."
viz_samples/2462429_8073402_主卧_with_furn.png,viz_samples/2462429_8073402_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The main bedroom needs a separate bathroom with a bathtub."""
viz_samples/2462429_8073491_次卧_with_furn.png,viz_samples/2462429_8073491_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three bedrooms need to be kept, the main bedroom needs to be equipped with an independent bathroom with a bathtub, and one of the next bedrooms can be used as a children's room."
viz_samples/2462429_8392627_厨房_with_furn.png,viz_samples/2462429_8392627_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen."
viz_samples/2462429_8392698_客餐厅_with_furn.png,viz_samples/2462429_8392698_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Light floor bricks in the guest dining room and kitchen area are easy to clean."
viz_samples/2462516_6234_厨房_with_furn.png,viz_samples/2462516_6234_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: On the right side of the house, it's a closed, narrow kitchen."
viz_samples/2462516_8035_阳台_with_furn.png,viz_samples/2462516_8035_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area needs to be planned for the combination of laundry and recreational functions."
viz_samples/2462516_8612_阳台_with_furn.png,viz_samples/2462516_8612_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area needs to be planned for the combination of laundry and recreational functions."
viz_samples/2462516_9540_过道_with_furn.png,viz_samples/2462516_9540_过道_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: corridor."
viz_samples/2462516_8939_次卧_with_furn.png,viz_samples/2462516_8939_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Top right is a sub-brow."
viz_samples/2462516_10473_卫生间_with_furn.png,viz_samples/2462516_10473_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasises dry and wet separation and cleaning."
viz_samples/2462516_35828_客餐厅_with_furn.png,viz_samples/2462516_35828_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Integrating space for a spacious guest restaurant; open-door design for the dining room"
viz_samples/2462516_35946_阳台_with_furn.png,viz_samples/2462516_35946_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area needs to be planned for the combination of laundry and recreational functions."
viz_samples/2462516_3273144_主卧_with_furn.png,viz_samples/2462516_3273144_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: A description of the needs associated with the main bedroom: ""The main bedroom needs to maintain the privacy of the independent bath."""
viz_samples/2462516_3273606_主卫_with_furn.png,viz_samples/2462516_3273606_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The public health room is located between the two bedrooms on the north side and is designed for dry and wet separation from the handwashing table."
viz_samples/2462542_1124946_次卧_with_furn.png,viz_samples/2462542_1124946_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: I'm thinking of using the floating window to build a recreational corner."
viz_samples/2462542_1125771_卫生间_with_furn.png,viz_samples/2462542_1125771_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasizes functionality and hygiene, focuses on the design of dry-wet separations and ensures space cleanness."
viz_samples/2462542_1803651_厨房_with_furn.png,viz_samples/2462542_1803651_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The kitchen area wants a more fluid line."
viz_samples/2462542_1838746_主卧_with_furn.png,viz_samples/2462542_1838746_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The main bedroom needs enhanced office/election area functions."""
viz_samples/2462542_1844344_卫生间_with_furn.png,viz_samples/2462542_1844344_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasizes functionality and hygiene, focuses on the design of dry-wet separations and ensures space cleanness."
viz_samples/2462542_1844414_阳台_with_furn.png,viz_samples/2462542_1844414_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: In the south, there are two balconys, one for leisure and the other for life, which achieve a dynamic subsector with a relative independence of the public and private lines."
viz_samples/2462542_1844484_次卧_with_furn.png,viz_samples/2462542_1844484_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: I'm thinking of using the floating window to build a recreational corner."
viz_samples/2462542_1862701_客餐厅_with_furn.png,viz_samples/2462542_1862701_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: and an integrated community of guest restaurants that occupy most of the space on the right; the restaurant maintains an integrated open design to increase visual space perception"
viz_samples/2462542_1862843_阳台_with_furn.png,viz_samples/2462542_1862843_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: In the south, there are two balconys, one for leisure and the other for life, which achieve a dynamic subsector with a relative independence of the public and private lines."
viz_samples/2462558_3762_主卫_with_furn.png,viz_samples/2462558_3762_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main restroom needs to be separated from dry and wet, and the tunnel space is used to add an embedded intake"
viz_samples/2462558_256115_客卫_with_furn.png,viz_samples/2462558_256115_客卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: 3. Need for dry and wet separation in the main restroom"
viz_samples/2462558_266673_次卧_with_furn.png,viz_samples/2462558_266673_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: ""Down left, two bedrooms are distributed, and the guard is located at the entrance to the bedroom area and has achieved better privacy control. ""The two smaller bedrooms combine learning and storage, and consider customizing rice or integrated book cabinets."""
viz_samples/2462558_266767_阳台_with_furn.png,viz_samples/2462558_266767_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: 4. Submarine areas need to be separated from separate home and leisure areas"
viz_samples/2462558_307324_厨房_with_furn.png,viz_samples/2462558_307324_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: Recommended open or semi-open kitchens to increase lighting and interaction"
viz_samples/2462558_495237_儿童房_with_furn.png,viz_samples/2462558_495237_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There are three bedrooms in the lower area; the main bedroom is on the right."
viz_samples/2462558_495307_客餐厅_with_furn.png,viz_samples/2462558_495307_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Maintain a sense of openness in the integration of guesthouses and recommend open or semi-open kitchens to increase light collection and interaction"
viz_samples/2462558_495143_主卧_with_furn.png,viz_samples/2462558_495143_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main bedroom is on the right; three bedrooms are in the lower area."
viz_samples/2462565_18399_主卧_with_furn.png,viz_samples/2462565_18399_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: A description of the needs associated with the main bedroom: ""The main bedroom needs separate bath space."""
viz_samples/2462565_18096_阳台_with_furn.png,viz_samples/2462565_18096_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area wants to be a recreational area or a domestic area."
viz_samples/2462565_3542197_次卧_with_furn.png,viz_samples/2462565_3542197_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three other visits were made, one of which was intended to be combined with study rooms and guest bedrooms."
viz_samples/2462565_3763200_客餐厅_with_furn.png,viz_samples/2462565_3763200_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: An integrated design was adopted in the guest restaurant to increase light collection"
viz_samples/2462565_17022_次卧_with_furn.png,viz_samples/2462565_17022_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three other visits were made, one of which was intended to be combined with study rooms and guest bedrooms."
viz_samples/2462565_3765173_卫生间_with_furn.png,viz_samples/2462565_3765173_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasizes functionality and hygiene, with emphasis on dry and wet separation and cleaning."
viz_samples/2462565_4060814_次卧_with_furn.png,viz_samples/2462565_4060814_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three other visits were made, one of which was intended to be combined with study rooms and guest bedrooms."
viz_samples/2462565_4061896_主卫_with_furn.png,viz_samples/2462565_4061896_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main guard needs to keep a separate bath space."
viz_samples/2462565_5873348_阳台_with_furn.png,viz_samples/2462565_5873348_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony area wants to be a recreational area or a domestic area."
viz_samples/2462579_32707_阳台_with_furn.png,viz_samples/2462579_32707_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony wants to make a place for leisure and green."
viz_samples/2462579_32777_卧室_with_furn.png,viz_samples/2462579_32777_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three separate bedrooms are required; the rest area contains one main bedroom with an independent bath and two bedrooms."
viz_samples/2462579_36513_卫生间_with_furn.png,viz_samples/2462579_36513_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Public health at the beginning of the corridor"
viz_samples/2462579_55469_卫生间_with_furn.png,viz_samples/2462579_55469_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Public health at the beginning of the corridor"
viz_samples/2462579_62442_阳台_with_furn.png,viz_samples/2462579_62442_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balcony wants to make a place for leisure and green."
viz_samples/2462579_69025_客餐厅_with_furn.png,viz_samples/2462579_69025_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: It is to be hoped that the open dining room will be designed in an integrated manner to facilitate family interaction"
viz_samples/2462579_100996_卧室_with_furn.png,viz_samples/2462579_100996_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three separate bedrooms are required; the rest area contains one main bedroom with an independent bath and two bedrooms."
viz_samples/2462579_101066_厨房_with_furn.png,viz_samples/2462579_101066_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The needs associated with the type of kitchen are described as follows:"
viz_samples/2462579_3734745_卧室_with_furn.png,viz_samples/2462579_3734745_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Three separate bedrooms are required; the rest area contains one main bedroom with an independent bath and two bedrooms."
viz_samples/2462587_38077_卧室_with_furn.png,viz_samples/2462587_38077_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The related needs of the bedrooms are described as follows: 1. To create multifunctional rooms in vacant rooms below the right and customize rice to increase storage space while balancing the functions of the study room with those of temporary sleepers; 2. Small bedrooms in the middle are small and require maximum space utilization through custom closets and bedding; 3. Small bedrooms in the middle are expected to combine the functions of the study room with those of temporary sleepers; 4. Space utilization needs to be maximized through custom closets and bedding; 5. The bathrooms are expected to achieve dry and wet separation."
viz_samples/2462587_38453_卫生间_with_furn.png,viz_samples/2462587_38453_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: ""It is hoped that the vacant rooms below the right will create multifunctional rooms, customize rice to increase the storage space, while balancing the functions of the study room with those of the temporary guest bedroom; it is hoped that the bathroom will be dry and wet. """
viz_samples/2462587_40543_儿童房_with_furn.png,viz_samples/2462587_40543_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom."
viz_samples/2462587_40929_卫生间_with_furn.png,viz_samples/2462587_40929_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: ""It is hoped that the vacant rooms below the right will create multifunctional rooms, customize rice to increase the storage space, while balancing the functions of the study room with those of the temporary guest bedroom; it is hoped that the bathroom will be dry and wet. """
viz_samples/2462587_41885_阳台_with_furn.png,viz_samples/2462587_41885_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2462587_42085_主卧_with_furn.png,viz_samples/2462587_42085_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom."
viz_samples/2462587_60308_客餐厅_with_furn.png,viz_samples/2462587_60308_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room."
viz_samples/2462587_101895_阳台_with_furn.png,viz_samples/2462587_101895_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
